avg_q_to_ctx_similarity,max_q_to_ctx_similarity,avg_gt_to_ctx_similarity,max_gt_to_ctx_similarity,retrieval_diversity,avg_bm25_score,max_bm25_score,ndcg@k,context_relevance,context_coverage,semantic_similarity,answer_question_relevance,rouge1_f,rouge2_f,rougeL_f,bert_score_precision,bert_score_recall,bert_score_f1,answer_length,length_ratio,key_term_coverage,faithfulness_score,min_sentence_support,unsupported_sentences,is_relevant,should_answer,correct_abstention,incorrect_abstention,hallucination,question,category,generated_answer
0.7331095933914185,0.7412716150283813,0.6946678360303243,0.7751432061195374,0.26020963986714685,0.21584774272954554,0.5453466913399649,0.9927746603835023,1.0,0.7751432061195374,0.7911868095397949,0.8511805534362793,0.1305057096247961,0.02618657937806874,0.06851549755301795,0.8634264469146729,0.7354611158370972,0.7943229675292969,50,0.08665511265164645,0.28,0.6408215363820394,0.5277060270309448,0,1,1,0,0,0,What causes Hypothyroidism ?,Endocrine/Metabolic,"Hypothyroidism occurs when the thyroid gland does not produce enough hormones. It can occur as a result of autoimmune disease such as Hashimoto's disease, or as a side effect of certain medications or conditions like cancer treatment. Other possible causes include infections and other medical conditions affecting the thyroid gland."
0.5722708503405253,0.5810369253158569,0.6110392610232035,0.6219738125801086,0.24409711360931396,0.6891230987408065,1.3148784397132152,0.9976389120456649,1.0,0.6219738125801086,0.7592131495475769,0.774810791015625,0.3171521035598705,0.06514657980456025,0.16181229773462785,0.8376466035842896,0.8437970876693726,0.8407105803489685,152,0.9620253164556962,0.4166666666666667,0.2731517155965169,-0.0897107943892479,9,1,1,0,0,0,what research (or clinical trials) is being done for Osteoporosis ?,Musculoskeletal,"There are several ongoing research projects focused on developing treatments for osteoporosis. Some examples include:

1. **Bone-Monitoring Devices**: Researchers are working on developing devices that can continuously monitor bone density and provide personalized feedback about bone health. For example, devices like the Bone-Scan Pro can be worn for days or weeks to measure bone mineral density.

2. **Gene Therapy**: Studies are exploring how gene therapy might be used to reverse bone loss caused by age-related osteoporosis. This could involve repairing damage to bone cells or stimulating the production of growth factors that encourage bone formation.

3. **Nutritional Supplements**: Clinical trials are testing various supplements, including vitamin D, estrogen, and bisphosphonates, which are commonly prescribed to manage osteoporosis. These studies aim to evaluate their efficacy in reducing fracture risk and improving bone density.

4. **Medication Trials**: Many clinical trials are evaluating novel medications designed specifically to slow bone loss, such as bisphosphonates and"
0.674395223458608,0.6874492764472961,0.6214632987976074,0.7139025926589966,0.31124611695607507,0.1751065171618418,0.21590066732299795,1.0,1.0,0.7139025926589966,0.7227303981781006,0.7018642425537109,0.19699042407660738,0.06858710562414266,0.12585499316005472,0.8227012157440186,0.7362504601478577,0.7770788073539734,142,0.2452504317789292,0.2127659574468085,0.3633722634986043,-0.012648641131818295,9,1,1,0,0,0,Who is at risk for Lung Cancer? ?,Respiratory,"Lung cancer can affect anyone regardless of their age, gender, race, or lifestyle choices. However, certain risk factors can increase one's likelihood of developing lung cancer. These risk factors include:

1. **Age**: The risk of lung cancer increases with age.
2. **Smoking**: Regular smoking is the leading cause of lung cancer worldwide. Quitting smoking early greatly reduces the risk of developing lung cancer.
3. **Cigarette Smoking**: Cigarettes contain several toxic chemicals that can cause lung damage and contribute to lung cancer.
4. **Exposure to secondhand smoke**: Exposure to secondhand smoke is another significant risk factor.
5. **Air pollution**: Air pollution, particularly fine particulate matter (PM2.5), can increase the risk of lung cancer.
6. **Workplace exposures**: Workers who come into contact with carcinogenic substances at their jobs, like asbestos, have a higher risk of lung cancer.
7. **Occupational hazards**: Certain occupations carry a"
0.6517297029495239,0.6596571207046509,0.522498776515325,0.5883201360702515,0.23387283086776733,0.3171687812459945,0.695276586057382,1.0,0.6666666666666666,0.5883201360702515,0.497391939163208,0.7953022122383118,0.2544529262086514,0.046035805626598474,0.1475826972010178,0.8243265151977539,0.8193134069442749,0.8218123316764832,146,0.6008230452674898,0.23529411764705882,0.4421609524637461,-0.05848304554820061,5,1,1,0,0,0,What is (are) Urinary Tract Infections in Children ?,Kidney/Renal,"Urinary tract infections in children, also known as uropathies, refer to infections that occur in the urinary system of infants or young children. These infections can vary in severity, ranging from mild to severe, depending on the age group and the specific organ affected. Commonly, these infections are caused by bacteria like Escherichia coli (E. coli), which is more common in younger children due to factors such as colonization and immune systems not yet fully developed.

The term ""uro"" refers to the urinary system, while ""pathy"" means inflammation or infection. Thus, urinary tract infections in children can be divided into two types:

1. **Bladder Uropathy**: This type of infection typically occurs in the bladder. It's most prevalent in infants and young children but can happen in adults too. Symptoms include pain during urination, increased frequency, and possibly blood in the urine.
   
2. **Urethritis** or **Urethral Inflammation**:"
0.6407216787338257,0.6527897119522095,0.571992039680481,0.6318053007125854,0.3052943150202433,0.39304871620824405,0.794438848882697,0.9740041879895779,1.0,0.6318053007125854,0.8225752115249634,0.7640066742897034,0.1877022653721683,0.05405405405405406,0.11218985976267531,0.8416305780410767,0.8146750926971436,0.8279334902763367,145,0.19003931847968544,0.38,0.1890670731663704,-0.17125141620635986,9,1,1,0,0,0,How to diagnose Pulmonary Embolism ?,Cardiovascular,"To diagnose Pulmonary Embolism (PE), healthcare providers typically conduct several tests including:

1. Medical history: The patient's previous health conditions, smoking habits, exposure to toxins or medications, as well as any recent travel, trauma, surgery, or other events that might have increased their risk of developing PE.

2. Physical examination: An assessment of vital signs such as heart rate, respiratory rate, blood pressure, and temperature, looking for signs of systemic infection, bleeding, or organ failure.

3. Imaging studies:
   - Chest X-ray: Useful for detecting chest wall thickening, consolidation, and pneumothorax.
   - CT scan of the chest: Provides detailed images of the lungs, heart, and vessels.
   - MRI of the chest: Can show the location of the embolus within the pulmonary artery or its branches.

4. Blood tests:
   - D-dimer test: Helps assess the extent of clotting in the bloodstream, indicating the presence of a clot"
0.7162305315335592,0.7377468943595886,0.5859917799631754,0.6219048500061035,0.1861055692036947,0.20286735289982363,0.2568213722776922,0.9972318698631423,1.0,0.6219048500061035,0.6210439205169678,0.7895047068595886,0.2543352601156069,0.04678362573099414,0.161849710982659,0.8439286947250366,0.8561767935752869,0.8500086665153503,104,1.5072463768115942,0.25,0.5227164228757223,0.24107787013053894,3,1,1,0,0,0,What is (are) Lung Cancer ?,Respiratory,"Lung cancer is a type of cancer that originates from lung tissue and can affect any part of the lung or its surrounding structures. It is characterized by abnormal cell proliferation and growth of uncontrolled cells within the lungs. These cells often divide rapidly without regulation, which leads to the formation of tumors and can invade nearby tissues. The disease is primarily caused by tobacco use, particularly smoking. Other factors contributing to lung cancer include exposure to certain chemicals, such as asbestos, and genetic mutations. Early detection through imaging studies and biopsy are crucial for successful treatment options, including surgery, radiation therapy, and chemotherapy."
0.7022306124369303,0.7125958204269409,0.4908953805764516,0.5416877269744873,0.25939273834228516,0.3814206314533079,0.8904488524696129,0.9841958038399513,0.6666666666666666,0.5416877269744873,0.4626173973083496,0.7370430827140808,0.2230769230769231,0.061696658097686374,0.12307692307692308,0.8288733959197998,0.8116430044174194,0.8201677203178406,148,0.23492063492063492,0.3673469387755102,0.3935567337003621,-0.04861443489789963,5,1,1,0,0,0,What is (are) Kidney Disease ?,Kidney/Renal,"Kidney disease refers to various conditions that affect the functioning of the kidneys, including both acute and chronic disorders. It encompasses various types of kidney damage, ranging from mild to severe, depending on the severity and duration of symptoms. Commonly identified categories under kidney disease include:

1. **Chronic Kidney Disease (CKD)** - A stage in kidney failure where the body no longer efficiently filters waste products out of the bloodstream. It progresses gradually over time without treatment.
2. **Diabetic Nephropathy** - A complication of diabetes that damages the kidney's glomerulus and leads to proteinuria, high blood pressure, and ultimately renal failure.
3. **Polycystic Kidney Disease** - An inherited disorder characterized by the presence of multiple cysts within the kidney's tissue, often leading to progressive kidney damage.
4. **Gross Nephropathy** - A term used to describe non-diagnostic kidney damage caused by substances outside the normal range of blood tests,"
0.43116021156311035,0.46056243777275085,0.47130414843559265,0.5162665843963623,0.4215328196684519,0.059871032798263585,0.07463941601059376,0.9964518805648267,0.3333333333333333,0.5162665843963623,0.7961816787719727,0.7898434996604919,0.4452054794520548,0.13103448275862067,0.22602739726027396,0.8726581335067749,0.8611747026443481,0.8668783903121948,130,0.8125,0.2647058823529412,0.44336897631486255,0.372121661901474,5,0,1,0,0,1,Is Breast Cancer inherited ?,Unrelated,"Yes, breast cancer is often hereditary. There are several genes associated with an increased risk of developing breast cancer, including BRCA1 and BRCA2, which are located on chromosomes 17p13 and 13q14 respectively. Additionally, some inherited syndromes, such as Lynch syndrome, are also known to increase the risk of breast cancer. If someone has a family history of breast cancer, they may be at a higher risk for developing it themselves. It's important to note that not all individuals with a family history of breast cancer will develop the disease. However, if you have a family member who has been diagnosed with breast cancer or if you have a family history of breast cancer, it's recommended to speak with a healthcare provider about the potential risks and how to manage them."
0.6704675356547037,0.6830704212188721,0.5897393524646759,0.7171934247016907,0.3251790006955465,0.39289892772922475,0.547409248573166,0.9300092957211252,0.6666666666666666,0.7171934247016907,0.7340648174285889,0.6544212698936462,0.30769230769230765,0.06666666666666667,0.17582417582417584,0.8505837917327881,0.7675771713256836,0.8069515228271484,78,0.7358490566037735,0.3611111111111111,0.6165182769298554,0.4627608358860016,1,1,1,0,0,0,What is (are) Gallstones ?,Gastrointestinal,"Gallstones are hard deposits formed by bile in the gallbladder. They can be caused by high levels of cholesterol in the bile or by certain medications that affect bile production. Symptoms of gallstones may include abdominal pain, nausea, vomiting, and yellowing of the skin and eyes due to jaundice. In severe cases, complications such as acute cholecystitis, which can lead to infection, or gallstone obstructive cholangiopathy can occur. Regular monitoring and prompt treatment for symptomatic gallstones is advised."
0.5291923681894938,0.5783278942108154,0.5653662383556366,0.7142074108123779,0.4919230043888092,0.33108400526929355,0.8162287715859537,1.0,0.6666666666666666,0.7142074108123779,0.9125775098800659,0.7679378390312195,0.41000000000000003,0.1212121212121212,0.23,0.8802565932273865,0.8828657269477844,0.8815591931343079,100,1.0309278350515463,0.42857142857142855,0.42795773843924206,0.3103744685649872,5,1,1,0,0,0,What is (are) Wilson Disease ?,Endocrine/Metabolic,"Wilson's disease is a genetic disorder characterized by accumulation of copper in various parts of the body. It can cause damage to multiple organs including the liver, heart, brain, kidneys, and spleen. The accumulation of copper leads to inflammation, scarring, and damage of these organs over time. This can result in serious complications such as liver failure, kidney failure, and mental illness. There are several subtypes of Wilson's disease, each with its own set of symptoms and severity levels. Treatment options include medication to remove excess copper from the body and lifestyle changes to manage symptoms and prevent further damage."
